event_type,order_hash,order_type,chain,protocol_address,start_date,expiration_date,quantity,maker,taker,event_timestamp,is_private_listing,payment_quantity,payment_token_address,payment_decimals,payment_symbol,asset_identifier,asset_collection,asset_contract,asset_token_standard,asset_name,asset_description,asset_image_url,asset_metadata_url,asset_opensea_url,asset_updated_at,asset_is_disabled,asset_is_nsfw
order,0xd9910db752b11846e69436f26f706bba7c54cf619e5edc989fee665a3a921666,trait_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171231,1709171831,1,0x4f59ce7bb4777b536f09116b66c95a5d1ea8a8e6,,1709171232,False,1073200000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,,,,,,,,,,,,
order,0xc8fc5c186083faa5155bf1c4f1e8643410f993aef07014e7ff50bca0916a2b58,trait_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171230,1709171830,1,0x4f59ce7bb4777b536f09116b66c95a5d1ea8a8e6,,1709171231,False,1065300000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,,,,,,,,,,,,
order,0x10b250d3c7d01d30bd865ca40c2ffaa078c401dd246588989bc8fe844fe5edcf,trait_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171231,1709171891,1,0xe3f6314f0325ea0d0e49277068adfe513c1e9561,,1709171231,False,1262900000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,,,,,,,,,,,,
order,0x24bea58c94aaf5dbeb61fcd19e7eb89b224a0731b2e251cfa9b00b2b5bce8d2c,item_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171228,1709172428,1,0x038b97d549bf4d3cfa4e116a7f6ed257249001c5,,1709171231,False,3199800000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,1708,clonex,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,erc721,CloneX #10275,"🧬 CLONE X 🧬

20,000 next-gen Avatars, by RTFKT and Takashi Murakami 🌸

If you own a clone without any Murakami trait please read the terms regarding RTFKT - Owned Content here: https://rtfkt.com/legal-2A

You are also entitled to a commercial license, please read the terms to that here: https://rtfkt.com/legal-2C",https://clonex-assets.rtfkt.com/images/1708.png,https://clonex-assets.rtfkt.com/1708,https://opensea.io/assets/ethereum/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/1708,2024-02-23T18:45:26.608084,False,False
order,0x2380a371c4f3e12cc5d51ecd11362115a6916c480e974a4a30358924beac5264,trait_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171231,1709171891,1,0xe3f6314f0325ea0d0e49277068adfe513c1e9561,,1709171231,False,1073100000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,,,,,,,,,,,,
order,0x924c70399fe0376a94feced29187d2184456993ae55c6a707df0422371f597d5,item_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171230,1709173930,1,0x0f006581eb201aa7352c1b24cf1bf8a70aa2ae3d,,1709171231,False,1150000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,5120,clonex,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,erc721,CloneX #14827,"🧬 CLONE X 🧬

20,000 next-gen Avatars, by RTFKT and Takashi Murakami 🌸

If you own a clone without any Murakami trait please read the terms regarding RTFKT - Owned Content here: https://rtfkt.com/legal-2A

You are also entitled to a commercial license, please read the terms to that here: https://rtfkt.com/legal-2C",https://clonex-assets.rtfkt.com/images/5120.png,https://clonex-assets.rtfkt.com/5120,https://opensea.io/assets/ethereum/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/5120,2022-12-15T05:14:42.364392,False,False
order,0xc1e32de905abcbac7786d75474f144a22a36535e7591a1933b6a4b42e1e8a523,trait_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171229,1709171829,1,0xabbcc02888e17e7940d5efa21d3e6ef14af7ee21,,1709171231,False,1065200000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,,,,,,,,,,,,
order,0x75fbca7eb18767906859c72751e338a27a2b750147810df33aa58373aee2aa1c,item_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171223,1709176019,1,0xda7b30b3a72dfe34581809de0a84e2cd29dcc793,,1709171230,False,1352400000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8408,clonex,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,erc721,CloneX #2008,"🧬 CLONE X 🧬

20,000 next-gen Avatars, by RTFKT and Takashi Murakami 🌸

If you own a clone with even one Murakami trait please read the terms regarding third-party content here: https://rtfkt.com/legal-2B.

You are not entitled to a commercial license if you own an avatar with any traits created by Murakami.",https://clonex-assets.rtfkt.com/images/8408.png,https://clonex-assets.rtfkt.com/8408,https://opensea.io/assets/ethereum/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/8408,2022-12-15T05:15:21.746604,False,False
order,0x1dc8d218151599c4ec0e9a3b7f5ecb3b7017a7a10b216a6f63056539e49b4f8f,trait_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171227,1709171887,1,0x0f3cfa2b844b4dc28ba67cbbd0c2cae8553aab7f,,1709171230,False,1257300000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,,,,,,,,,,,,
order,0xa93a910711e43ec3c67d44bbd1e18fe7fe370a0b895dcd569c8cb23f81f5c814,item_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171229,1709173929,1,0x0f006581eb201aa7352c1b24cf1bf8a70aa2ae3d,,1709171229,False,1150000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,14641,clonex,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,erc721,CloneX #12786,"🧬 CLONE X 🧬

20,000 next-gen Avatars, by RTFKT and Takashi Murakami 🌸

If you own a clone without any Murakami trait please read the terms regarding RTFKT - Owned Content here: https://rtfkt.com/legal-2A

You are also entitled to a commercial license, please read the terms to that here: https://rtfkt.com/legal-2C",https://clonex-assets.rtfkt.com/images/14641.png,https://clonex-assets.rtfkt.com/14641,https://opensea.io/assets/ethereum/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/14641,2023-03-10T10:28:09.373748,False,False
order,0xf0053b6feac4c3f2e9698d063fbcae0f69e21311a8af1da979170689021975d0,item_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171228,1709176028,1,0xa46490f8e46eeb9a3f5228d386d1fb7ef2d7588b,,1709171229,False,2205300000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,5983,clonex,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,erc721,CloneX #15431,"🧬 CLONE X 🧬

20,000 next-gen Avatars, by RTFKT and Takashi Murakami 🌸

If you own a clone with even one Murakami trait please read the terms regarding third-party content here: https://rtfkt.com/legal-2B.

You are not entitled to a commercial license if you own an avatar with any traits created by Murakami.",https://clonex-assets.rtfkt.com/images/5983.png,https://clonex-assets.rtfkt.com/5983,https://opensea.io/assets/ethereum/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/5983,2023-02-17T02:39:31.292768,False,False
order,0x90e7f3d27e7296210f87898bda2d64f3c7c90ff594cc9fd5ce67d278f28f6ff2,item_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171228,1709173928,1,0x0f006581eb201aa7352c1b24cf1bf8a70aa2ae3d,,1709171229,False,1150000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,5099,clonex,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,erc721,CloneX #3140,"🧬 CLONE X 🧬

20,000 next-gen Avatars, by RTFKT and Takashi Murakami 🌸

If you own a clone without any Murakami trait please read the terms regarding RTFKT - Owned Content here: https://rtfkt.com/legal-2A

You are also entitled to a commercial license, please read the terms to that here: https://rtfkt.com/legal-2C",https://clonex-assets.rtfkt.com/images/5099.png,https://clonex-assets.rtfkt.com/5099,https://opensea.io/assets/ethereum/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/5099,2023-03-10T10:54:09.229237,False,False
order,0xe0adaa68ba6fc2dd2d898382da7678ed588f16332ec33230c73ed2eed3144f31,item_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171227,1709174827,1,0xa46490f8e46eeb9a3f5228d386d1fb7ef2d7588b,,1709171229,False,2380800000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,3350,clonex,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,erc721,CloneX #17216,"🧬 CLONE X 🧬

20,000 next-gen Avatars, by RTFKT and Takashi Murakami 🌸

If you own a clone with even one Murakami trait please read the terms regarding third-party content here: https://rtfkt.com/legal-2B.

You are not entitled to a commercial license if you own an avatar with any traits created by Murakami.",https://clonex-assets.rtfkt.com/images/3350.png,https://clonex-assets.rtfkt.com/3350,https://opensea.io/assets/ethereum/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/3350,2022-12-15T05:14:22.301937,False,False
order,0x12ac62d6592737173846786072310b11b37845a6cd4c46737ba7fe6acbefa0f6,trait_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171227,1709171887,1,0x0f3cfa2b844b4dc28ba67cbbd0c2cae8553aab7f,,1709171228,False,1257300000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,,,,,,,,,,,,
order,0x1c51f1ccf8088ff1ccee2b2db1f0c55428fc5d83bf7031f07d3a8a577c5ee3e7,item_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171199,1709172971,1,0x0c32c9f7ed270ce972c8f23b6d56dcf702e18654,,1709171228,False,2393400000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,15496,clonex,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,erc721,CloneX #3243,"🧬 CLONE X 🧬

20,000 next-gen Avatars, by RTFKT and Takashi Murakami 🌸

If you own a clone with even one Murakami trait please read the terms regarding third-party content here: https://rtfkt.com/legal-2B.

You are not entitled to a commercial license if you own an avatar with any traits created by Murakami.",https://clonex-assets.rtfkt.com/images/15496.png,https://clonex-assets.rtfkt.com/15496,https://opensea.io/assets/ethereum/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/15496,2022-12-15T05:16:40.671819,False,False
order,0x182fce5095eed1627935c72758e82a47b32fc4cd42a9b4cfba4e024d8f75edfb,item_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171209,1709175984,1,0x5deccd005df66cdd2f0b668610709e562eb3a00e,,1709171227,False,1729000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8570,clonex,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,erc721,CloneX #17479,"🧬 CLONE X 🧬

20,000 next-gen Avatars, by RTFKT and Takashi Murakami 🌸

If you own a clone without any Murakami trait please read the terms regarding RTFKT - Owned Content here: https://rtfkt.com/legal-2A

You are also entitled to a commercial license, please read the terms to that here: https://rtfkt.com/legal-2C",https://clonex-assets.rtfkt.com/images/8570.png,https://clonex-assets.rtfkt.com/8570,https://opensea.io/assets/ethereum/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/8570,2023-12-27T19:02:44.234372,False,False
order,0x3b7ea586196732cd3d99cc9838f07c6ce4babdb6ce2a6bb9874dea7d310c657c,item_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171219,1709176011,1,0xda7b30b3a72dfe34581809de0a84e2cd29dcc793,,1709171227,False,1300000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,4975,clonex,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,erc721,CloneX #439,"🧬 CLONE X 🧬

20,000 next-gen Avatars, by RTFKT and Takashi Murakami 🌸

If you own a clone with even one Murakami trait please read the terms regarding third-party content here: https://rtfkt.com/legal-2B.

You are not entitled to a commercial license if you own an avatar with any traits created by Murakami.",https://clonex-assets.rtfkt.com/images/4975.png,https://clonex-assets.rtfkt.com/4975,https://opensea.io/assets/ethereum/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/4975,2022-12-15T05:14:40.557440,False,False
order,0xd397fad9e28bb55d702b713e2b8ea9b296c4f43f5df978fdbc6df964d1d43eb3,item_offer,ethereum,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1709171227,1709173927,1,0x0f006581eb201aa7352c1b24cf1bf8a70aa2ae3d,,1709171227,False,1150000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,5092,clonex,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,erc721,CloneX #18705,"🧬 CLONE X 🧬

20,000 next-gen Avatars, by RTFKT and Takashi Murakami 🌸

If you own a clone without any Murakami trait please read the terms regarding RTFKT - Owned Content here: https://rtfkt.com/legal-2A

You are also entitled to a commercial license, please read the terms to that here: https://rtfkt.com/legal-2C",https://clonex-assets.rtfkt.com/images/5092.png,https://clonex-assets.rtfkt.com/5092,https://opensea.io/assets/ethereum/0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b/5092,2023-03-10T10:54:03.585552,False,False
